Latitude,Longitude,Suitability Score
0.0,0.0,0.0
0.0,0.10101010101010101,0.0
0.0,0.20202020202020202,0.0
0.0,0.30303030303030304,0.0
0.0,0.40404040404040403,0.0
0.0,0.5050505050505051,0.0
0.0,0.6060606060606061,0.0
0.0,0.7070707070707071,0.0
0.0,0.8080808080808081,0.0
0.0,0.9090909090909091,0.0
0.0,1.0101010101010102,0.0
0.0,1.1111111111111112,0.0
0.0,1.2121212121212122,0.0
0.0,1.3131313131313131,0.0
0.0,1.4141414141414141,0.0
0.0,1.5151515151515151,0.0
0.0,1.6161616161616161,-0.0
0.0,1.7171717171717171,-0.0
0.0,1.8181818181818181,-0.0
0.0,1.9191919191919191,-0.0
0.0,2.0202020202020203,-0.0
0.0,2.121212121212121,-0.0
0.0,2.2222222222222223,-0.0
0.0,2.323232323232323,-0.0
0.0,2.4242424242424243,-0.0
0.0,2.525252525252525,-0.0
0.0,2.6262626262626263,-0.0
0.0,2.727272727272727,-0.0
0.0,2.8282828282828283,-0.0
0.0,2.929292929292929,-0.0
0.0,3.0303030303030303,-0.0
0.0,3.131313131313131,-0.0
0.0,3.2323232323232323,-0.0
0.0,3.3333333333333335,-0.0
0.0,3.4343434343434343,-0.0
0.0,3.5353535353535355,-0.0
0.0,3.6363636363636362,-0.0
0.0,3.7373737373737375,-0.0
0.0,3.8383838383838382,-0.0
0.0,3.9393939393939394,-0.0
0.0,4.040404040404041,-0.0
0.0,4.141414141414141,-0.0
0.0,4.242424242424242,-0.0
0.0,4.343434343434343,-0.0
0.0,4.444444444444445,-0.0
0.0,4.545454545454545,-0.0
0.0,4.646464646464646,-0.0
0.0,4.747474747474747,0.0
0.0,4.848484848484849,0.0
0.0,4.94949494949495,0.0
0.0,5.05050505050505,0.0
0.0,5.151515151515151,0.0
0.0,5.252525252525253,0.0
0.0,5.353535353535354,0.0
0.0,5.454545454545454,0.0
0.0,5.555555555555555,0.0
0.0,5.656565656565657,0.0
0.0,5.757575757575758,0.0
0.0,5.858585858585858,0.0
0.0,5.959595959595959,0.0
0.0,6.0606060606060606,0.0
0.0,6.161616161616162,0.0
0.0,6.262626262626262,0.0
0.0,6.363636363636363,0.0
0.0,6.4646464646464645,0.0
0.0,6.565656565656566,0.0
0.0,6.666666666666667,0.0
0.0,6.767676767676767,0.0
0.0,6.8686868686868685,0.0
0.0,6.96969696969697,0.0
0.0,7.070707070707071,0.0
0.0,7.171717171717171,0.0
0.0,7.2727272727272725,0.0
0.0,7.373737373737374,0.0
0.0,7.474747474747475,0.0
0.0,7.575757575757575,0.0
0.0,7.6767676767676765,0.0
0.0,7.777777777777778,0.0
0.0,7.878787878787879,-0.0
0.0,7.979797979797979,-0.0
0.0,8.080808080808081,-0.0
0.0,8.181818181818182,-0.0
0.0,8.282828282828282,-0.0
0.0,8.383838383838384,-0.0
0.0,8.484848484848484,-0.0
0.0,8.585858585858587,-0.0
0.0,8.686868686868687,-0.0
0.0,8.787878787878787,-0.0
0.0,8.88888888888889,-0.0
0.0,8.98989898989899,-0.0
0.0,9.09090909090909,-0.0
0.0,9.191919191919192,-0.0
0.0,9.292929292929292,-0.0
0.0,9.393939393939394,-0.0
0.0,9.494949494949495,-0.0
0.0,9.595959595959595,-0.0
0.0,9.696969696969697,-0.0
0.0,9.797979797979798,-0.0
0.0,9.8989898989899,-0.0
0.0,10.0,-0.0
0.10101010101010101,0.0,0.1008384202581046
0.10101010101010101,0.10101010101010101,0.1003244282613427
0.10101010101010101,0.20202020202020202,0.09878769209476823
0.10101010101010101,0.30303030303030304,0.09624387781282219
0.10101010101010101,0.40404040404040403,0.09271891799514677
0.10101010101010101,0.5050505050505051,0.0882487473803179
0.10101010101010101,0.6060606060606061,0.08287893653388595
0.10101010101010101,0.7070707070707071,0.0766642272852474
0.10101010101010101,0.8080808080808081,0.0696679746692754
0.10101010101010101,0.9090909090909091,0.06196150106176145
0.10101010101010101,1.0101010101010102,0.05362336909284947
0.10101010101010101,1.1111111111111112,0.04473858075065068
0.10101010101010101,1.2121212121212122,0.03539771083967161
0.10101010101010101,1.3131313131313131,0.025695983627899578
0.10101010101010101,1.4141414141414141,0.01573230209554499
0.10101010101010101,1.5151515151515151,0.005608239681636461
0.10101010101010101,1.6161616161616161,-0.0045729951930247315
0.10101010101010101,1.7171717171717171,-0.014707611270516568
0.10101010101010101,1.8181818181818181,-0.024692292542104442
0.10101010101010101,1.9191919191919191,-0.03442525148968407
0.10101010101010101,2.0202020202020203,-0.04380726674522802
0.10101010101010101,2.121212121212121,-0.05274269458995317
0.10101010101010101,2.2222222222222223,-0.06114044398161443
0.10101010101010101,2.323232323232323,-0.06891490517013679
0.10101010101010101,2.4242424242424243,-0.07598682243493662
0.10101010101010101,2.525252525252525,-0.08228410204692602
0.10101010101010101,2.6262626262626263,-0.08774254721853833
0.10101010101010101,2.727272727272727,-0.0923065125494233
0.10101010101010101,2.8282828282828283,-0.09592947129615186
0.10101010101010101,2.929292929292929,-0.09857448968297358
0.10101010101010101,3.0303030303030303,-0.10021460341832912
0.10101010101010101,3.131313131313131,-0.10083309257876874
0.10101010101010101,3.2323232323232323,-0.10042365205800984
0.10101010101010101,3.3333333333333335,-0.09899045584351235
0.10101010101010101,3.4343434343434343,-0.09654811446531347
0.10101010101010101,3.5353535353535355,-0.09312152605090354
0.10101010101010101,3.6363636363636362,-0.08874562250454474
0.10101010101010101,3.7373737373737375,-0.08346501339857414
0.10101010101010101,3.8383838383838382,-0.07733353120699422
0.10101010101010101,3.9393939393939394,-0.07041368251740707
0.10101010101010101,4.040404040404041,-0.06277601081584006
0.10101010101010101,4.141414141414141,-0.05449837734046922
0.10101010101010101,4.242424242424242,-0.04566516733548168
0.10101010101010101,4.343434343434343,-0.03636642979681891
0.10101010101010101,4.444444444444445,-0.026696959479548046
0.10101010101010101,4.545454545454545,-0.016755330525217285
0.10101010101010101,4.646464646464646,-0.006642891560753024
0.10101010101010101,4.747474747474747,0.0035372674867677712
0.10101010101010101,4.848484848484849,0.01368136632680116
0.10101010101010101,4.94949494949495,0.023685992279838815
0.10101010101010101,5.05050505050505,0.033449154504348315
0.10101010101010101,5.151515151515151,0.0428713237289739
0.10101010101010101,5.252525252525253,0.051856446890583434
0.10101010101010101,5.353535353535354,0.06031292633456936
0.10101010101010101,5.454545454545454,0.06815455359507375
0.10101010101010101,5.555555555555555,0.07530138823583897
0.10101010101010101,5.656565656565657,0.0816805727924554
0.10101010101010101,5.757575757575758,0.08722707550818637
0.10101010101010101,5.858585858585858,0.09188435329164651
0.10101010101010101,5.959595959595959,0.09560492813789952
0.10101010101010101,6.0606060606060606,0.09835087113672575
0.10101010101010101,6.161616161616162,0.10009418913390188
0.10101010101010101,6.262626262626262,0.10081711010372449
0.10101010101010101,6.363636363636363,0.10051226432358529
0.10101010101010101,6.4646464646464645,0.09918275950363756
0.10101010101010101,6.565656565656566,0.0968421491056543
0.10101010101010101,6.666666666666667,0.0935142941740474
0.10101010101010101,6.767676767676767,0.08923312008759321
0.10101010101010101,6.8686868686868685,0.08404227071162688
